地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
ヨーロッパ,アイルランド,2021-11-01 00:00:00,Qtr 4,November,80,266.667%,0.002%,,,11,4
ヨーロッパ,イタリア,2021-11-01 00:00:00,Qtr 4,November,158,120.611%,0.000%,,,11,4
ヨーロッパ,オーストリア,2021-11-01 00:00:00,Qtr 4,November,90,87.379%,0.001%,,,11,4
ヨーロッパ,オランダ,2021-11-01 00:00:00,Qtr 4,November,65,89.041%,0.000%,,,11,4
ヨーロッパ,スイス,2021-11-01 00:00:00,Qtr 4,November,38,86.364%,0.000%,123.82,108.008%,11,4
ヨーロッパ,スウェーデン,2021-11-01 00:00:00,Qtr 4,November,44,74.576%,0.000%,12.98,107.450%,11,4
ヨーロッパ,スペイン,2021-11-01 00:00:00,Qtr 4,November,87,86.139%,0.000%,,,11,4
ヨーロッパ,その他ヨーロッパ,2021-11-01 00:00:00,Qtr 4,November,414,70.289%,,,,11,4
ヨーロッパ,デンマーク,2021-11-01 00:00:00,Qtr 4,November,35,89.744%,0.001%,17.52,105.606%,11,4
ヨーロッパ,ドイツ,2021-11-01 00:00:00,Qtr 4,November,273,79.592%,0.000%,,,11,4
ヨーロッパ,トルコ,2021-11-01 00:00:00,Qtr 4,November,69,116.949%,0.000%,10.83,82.672%,11,4
ヨーロッパ,ノルウェー,2021-11-01 00:00:00,Qtr 4,November,16,160.000%,0.000%,13.10,114.012%,11,4
ヨーロッパ,フィンランド,2021-11-01 00:00:00,Qtr 4,November,23,60.526%,0.000%,,,11,4
ヨーロッパ,フランス,2021-11-01 00:00:00,Qtr 4,November,349,73.784%,0.001%,,,11,4
ヨーロッパ,ベルギー,2021-11-01 00:00:00,Qtr 4,November,35,92.105%,0.000%,,,11,4
ヨーロッパ,ポーランド,2021-11-01 00:00:00,Qtr 4,November,56,127.273%,0.000%,28.07,102.184%,11,4
ヨーロッパ,ポルトガル,2021-11-01 00:00:00,Qtr 4,November,16,228.571%,0.000%,,,11,4
ヨーロッパ,ロシア,2021-11-01 00:00:00,Qtr 4,November,265,39.493%,0.000%,1.57,115.441%,11,4
ヨーロッパ,英国,2021-11-01 00:00:00,Qtr 4,November,546,179.605%,0.001%,153.66,111.437%,11,4
近隣アジア,マカオ,2021-11-01 00:00:00,Qtr 4,November,3,20.000%,0.000%,,,11,4
近隣アジア,韓国,2021-11-01 00:00:00,Qtr 4,November,2021,71.540%,0.004%,9.65,102.988%,11,4
近隣アジア,香港,2021-11-01 00:00:00,Qtr 4,November,104,22.958%,0.001%,14.65,108.760%,11,4
近隣アジア,台湾,2021-11-01 00:00:00,Qtr 4,November,390,33.135%,0.002%,4.10,112.022%,11,4
近隣アジア,中国,2021-11-01 00:00:00,Qtr 4,November,3189,17.573%,0.000%,17.87,112.887%,11,4
中東,GCC6か国,2021-11-01 00:00:00,Qtr 4,November,43,51.190%,,,,11,4
中東,イスラエル,2021-11-01 00:00:00,Qtr 4,November,20,100.000%,0.000%,,,11,4
東南アジア,インド,2021-11-01 00:00:00,Qtr 4,November,1571,151.349%,0.000%,1.53,108.511%,11,4
東南アジア,インドネシア,2021-11-01 00:00:00,Qtr 4,November,688,20.093%,0.000%,0.80,108.108%,11,4
東南アジア,シンガポール,2021-11-01 00:00:00,Qtr 4,November,95,59.006%,0.002%,84.16,108.608%,11,4
東南アジア,タイ,2021-11-01 00:00:00,Qtr 4,November,248,23.961%,0.000%,3.46,100.875%,11,4
東南アジア,フィリピン,2021-11-01 00:00:00,Qtr 4,November,544,31.925%,0.000%,2.27,105.093%,11,4
東南アジア,ベトナム,2021-11-01 00:00:00,Qtr 4,November,1814,12.315%,0.002%,,,11,4
東南アジア,マレーシア,2021-11-01 00:00:00,Qtr 4,November,130,30.233%,0.000%,27.33,107.598%,11,4
南アメリカ,その他南アメリカ,2021-11-01 00:00:00,Qtr 4,November,113,97.414%,,,,11,4
南アメリカ,ブラジル,2021-11-01 00:00:00,Qtr 4,November,104,68.874%,0.000%,,,11,4
南アメリカ,メキシコ,2021-11-01 00:00:00,Qtr 4,November,51,89.474%,0.000%,5.48,107.241%,11,4
北アメリカ,カナダ,2021-11-01 00:00:00,Qtr 4,November,361,269.403%,0.001%,90.95,113.958%,11,4
北アメリカ,その他北アメリカ,2021-11-01 00:00:00,Qtr 4,November,86,130.303%,,,,11,4
北アメリカ,米国,2021-11-01 00:00:00,Qtr 4,November,1432,131.256%,0.000%,114.14,109.319%,11,4
,,2021-10-01 00:00:00,Qtr 4,October,,,,101.52,108.010%,10,4
オセアニア,その他オセアニア,2021-10-01 00:00:00,Qtr 4,October,18,105.882%,,,,10,4
オセアニア,ニュージーランド,2021-10-01 00:00:00,Qtr 4,October,90,69.767%,0.002%,79.67,114.075%,10,4
オセアニア,豪州,2021-10-01 00:00:00,Qtr 4,October,284,142.000%,0.001%,83.63,111.462%,10,4
その他,無国籍・その他,2021-10-01 00:00:00,Qtr 4,October,2,66.667%,,,,10,4
その他アジア,その他アジア,2021-10-01 00:00:00,Qtr 4,October,3947,93.642%,,,,10,4
その他アジア,モンゴル,2021-10-01 00:00:00,Qtr 4,October,321,70.549%,0.009%,,,10,4
ヨーロッパ,アイルランド,2021-10-01 00:00:00,Qtr 4,October,26,173.333%,0.001%,,,10,4
ヨーロッパ,イタリア,2021-10-01 00:00:00,Qtr 4,October,228,171.429%,0.000%,,,10,4
ヨーロッパ,オーストリア,2021-10-01 00:00:00,Qtr 4,October,73,228.125%,0.001%,,,10,4
ヨーロッパ,オランダ,2021-10-01 00:00:00,Qtr 4,October,91,137.879%,0.001%,,,10,4
ヨーロッパ,スイス,2021-10-01 00:00:00,Qtr 4,October,88,135.385%,0.001%,122.44,106.174%,10,4
ヨーロッパ,スウェーデン,2021-10-01 00:00:00,Qtr 4,October,62,116.981%,0.001%,13.04,109.488%,10,4
ヨーロッパ,スペイン,2021-10-01 00:00:00,Qtr 4,October,130,130.000%,0.000%,,,10,4
ヨーロッパ,その他ヨーロッパ,2021-10-01 00:00:00,Qtr 4,October,947,215.227%,,,,10,4
ヨーロッパ,デンマーク,2021-10-01 00:00:00,Qtr 4,October,31,110.714%,0.001%,17.64,106.010%,10,4
ヨーロッパ,ドイツ,2021-10-01 00:00:00,Qtr 4,October,352,130.855%,0.000%,,,10,4
ヨーロッパ,トルコ,2021-10-01 00:00:00,Qtr 4,October,109,121.111%,0.000%,12.31,92.626%,10,4
ヨーロッパ,ノルウェー,2021-10-01 00:00:00,Qtr 4,October,34,309.091%,0.001%,13.35,117.725%,10,4
ヨーロッパ,フィンランド,2021-10-01 00:00:00,Qtr 4,October,65,118.182%,0.001%,,,10,4
ヨーロッパ,フランス,2021-10-01 00:00:00,Qtr 4,October,423,94.209%,0.001%,,,10,4
ヨーロッパ,ベルギー,2021-10-01 00:00:00,Qtr 4,October,56,136.585%,0.000%,,,10,4
ヨーロッパ,ポーランド,2021-10-01 00:00:00,Qtr 4,October,61,119.608%,0.000%,28.57,104.575%,10,4
ヨーロッパ,ポルトガル,2021-10-01 00:00:00,Qtr 4,October,32,228.571%,0.000%,,,10,4
ヨーロッパ,ロシア,2021-10-01 00:00:00,Qtr 4,October,346,113.816%,0.000%,1.59,116.912%,10,4
ヨーロッパ,英国,2021-10-01 00:00:00,Qtr 4,October,360,142.292%,0.001%,154.77,113.293%,10,4
近隣アジア,マカオ,2021-10-01 00:00:00,Qtr 4,October,4,200.000%,0.001%,,,10,4
近隣アジア,韓国,2021-10-01 00:00:00,Qtr 4,October,1921,95.052%,0.004%,9.56,104.026%,10,4
近隣アジア,香港,2021-10-01 00:00:00,Qtr 4,October,144,65.158%,0.002%,14.54,107.069%,10,4
近隣アジア,台湾,2021-10-01 00:00:00,Qtr 4,October,425,33.784%,0.002%,4.05,110.354%,10,4
近隣アジア,中国,2021-10-01 00:00:00,Qtr 4,October,4009,89.049%,0.000%,17.62,112.372%,10,4
中東,GCC6か国,2021-10-01 00:00:00,Qtr 4,October,50,62.500%,,,,10,4
中東,イスラエル,2021-10-01 00:00:00,Qtr 4,October,35,145.833%,0.000%,,,10,4
東南アジア,インド,2021-10-01 00:00:00,Qtr 4,October,1487,208.263%,0.000%,1.51,105.594%,10,4
東南アジア,インドネシア,2021-10-01 00:00:00,Qtr 4,October,454,67.259%,0.000%,0.80,111.111%,10,4
東南アジア,シンガポール,2021-10-01 00:00:00,Qtr 4,October,66,47.143%,0.001%,83.71,108.125%,10,4
東南アジア,タイ,2021-10-01 00:00:00,Qtr 4,October,195,14.286%,0.000%,3.38,100.297%,10,4
東南アジア,フィリピン,2021-10-01 00:00:00,Qtr 4,October,867,204.965%,0.001%,2.23,102.765%,10,4
東南アジア,ベトナム,2021-10-01 00:00:00,Qtr 4,October,995,16.147%,0.001%,,,10,4
東南アジア,マレーシア,2021-10-01 00:00:00,Qtr 4,October,237,37.619%,0.001%,27.18,107.134%,10,4
南アメリカ,その他南アメリカ,2021-10-01 00:00:00,Qtr 4,October,87,119.178%,,,,10,4
南アメリカ,ブラジル,2021-10-01 00:00:00,Qtr 4,October,131,150.575%,0.000%,,,10,4
南アメリカ,メキシコ,2021-10-01 00:00:00,Qtr 4,October,47,138.235%,0.000%,5.53,111.943%,10,4
北アメリカ,カナダ,2021-10-01 00:00:00,Qtr 4,October,302,255.932%,0.001%,90.83,114.008%,10,4
北アメリカ,その他北アメリカ,2021-10-01 00:00:00,Qtr 4,October,54,174.194%,,,,10,4
北アメリカ,米国,2021-10-01 00:00:00,Qtr 4,October,2035,218.348%,0.001%,113.11,107.448%,10,4
,,2021-09-01 00:00:00,Qtr 3,September,,,,99.25,105.024%,9,3
オセアニア,その他オセアニア,2021-09-01 00:00:00,Qtr 3,September,10,250.000%,,,,9,3
オセアニア,ニュージーランド,2021-09-01 00:00:00,Qtr 3,September,111,194.737%,0.002%,77.81,110.369%,9,3
オセアニア,豪州,2021-09-01 00:00:00,Qtr 3,September,121,137.500%,0.000%,80.70,105.532%,9,3
その他,無国籍・その他,2021-09-01 00:00:00,Qtr 3,September,2,50.000%,,,,9,3
その他アジア,その他アジア,2021-09-01 00:00:00,Qtr 3,September,2162,153.989%,,,,9,3
その他アジア,モンゴル,2021-09-01 00:00:00,Qtr 3,September,181,670.370%,0.005%,,,9,3
ヨーロッパ,アイルランド,2021-09-01 00:00:00,Qtr 3,September,38,316.667%,0.001%,,,9,3
ヨーロッパ,イタリア,2021-09-01 00:00:00,Qtr 3,September,220,323.529%,0.000%,,,9,3
ヨーロッパ,オーストリア,2021-09-01 00:00:00,Qtr 3,September,46,255.556%,0.001%,,,9,3
ヨーロッパ,オランダ,2021-09-01 00:00:00,Qtr 3,September,64,182.857%,0.000%,,,9,3
ヨーロッパ,スイス,2021-09-01 00:00:00,Qtr 3,September,61,406.667%,0.001%,119.55,103.426%,9,3
ヨーロッパ,スウェーデン,2021-09-01 00:00:00,Qtr 3,September,62,248.000%,0.001%,12.76,106.600%,9,3
ヨーロッパ,スペイン,2021-09-01 00:00:00,Qtr 3,September,126,193.846%,0.000%,,,9,3
ヨーロッパ,その他ヨーロッパ,2021-09-01 00:00:00,Qtr 3,September,661,371.348%,,,,9,3
ヨーロッパ,デンマーク,2021-09-01 00:00:00,Qtr 3,September,26,152.941%,0.000%,17.46,104.177%,9,3
ヨーロッパ,ドイツ,2021-09-01 00:00:00,Qtr 3,September,319,343.011%,0.000%,,,9,3
ヨーロッパ,トルコ,2021-09-01 00:00:00,Qtr 3,September,96,218.182%,0.000%,12.93,92.028%,9,3
ヨーロッパ,ノルウェー,2021-09-01 00:00:00,Qtr 3,September,34,309.091%,0.001%,12.72,109.655%,9,3
ヨーロッパ,フィンランド,2021-09-01 00:00:00,Qtr 3,September,24,109.091%,0.000%,,,9,3
ヨーロッパ,フランス,2021-09-01 00:00:00,Qtr 3,September,484,417.241%,0.001%,,,9,3
ヨーロッパ,ベルギー,2021-09-01 00:00:00,Qtr 3,September,42,466.667%,0.000%,,,9,3
ヨーロッパ,ポーランド,2021-09-01 00:00:00,Qtr 3,September,56,329.412%,0.000%,28.46,101.934%,9,3
ヨーロッパ,ポルトガル,2021-09-01 00:00:00,Qtr 3,September,23,383.333%,0.000%,,,9,3
ヨーロッパ,ロシア,2021-09-01 00:00:00,Qtr 3,September,231,378.689%,0.000%,1.51,107.857%,9,3
ヨーロッパ,英国,2021-09-01 00:00:00,Qtr 3,September,277,274.257%,0.000%,151.45,110.306%,9,3
近隣アジア,マカオ,2021-09-01 00:00:00,Qtr 3,September,5,38.462%,0.001%,,,9,3
近隣アジア,韓国,2021-09-01 00:00:00,Qtr 3,September,2224,155.961%,0.004%,9.41,104.905%,9,3
近隣アジア,香港,2021-09-01 00:00:00,Qtr 3,September,120,134.831%,0.002%,14.16,103.736%,9,3
近隣アジア,台湾,2021-09-01 00:00:00,Qtr 3,September,390,50.847%,0.002%,3.98,109.945%,9,3
近隣アジア,中国,2021-09-01 00:00:00,Qtr 3,September,3960,134.056%,0.000%,17.07,110.058%,9,3
中東,GCC6か国,2021-09-01 00:00:00,Qtr 3,September,159,130.328%,,,,9,3
中東,イスラエル,2021-09-01 00:00:00,Qtr 3,September,13,185.714%,0.000%,,,9,3
東南アジア,インド,2021-09-01 00:00:00,Qtr 3,September,493,126.735%,0.000%,1.50,104.167%,9,3
東南アジア,インドネシア,2021-09-01 00:00:00,Qtr 3,September,518,173.244%,0.000%,0.77,106.944%,9,3
東南アジア,シンガポール,2021-09-01 00:00:00,Qtr 3,September,70,233.333%,0.001%,81.78,105.659%,9,3
東南アジア,タイ,2021-09-01 00:00:00,Qtr 3,September,153,14.740%,0.000%,3.34,99.110%,9,3
東南アジア,フィリピン,2021-09-01 00:00:00,Qtr 3,September,441,329.104%,0.000%,2.20,100.917%,9,3
東南アジア,ベトナム,2021-09-01 00:00:00,Qtr 3,September,1012,37.509%,0.001%,,,9,3
東南アジア,マレーシア,2021-09-01 00:00:00,Qtr 3,September,231,95.455%,0.001%,26.47,103.885%,9,3
南アメリカ,その他南アメリカ,2021-09-01 00:00:00,Qtr 3,September,55,171.875%,,,,9,3
南アメリカ,ブラジル,2021-09-01 00:00:00,Qtr 3,September,122,290.476%,0.000%,,,9,3
南アメリカ,メキシコ,2021-09-01 00:00:00,Qtr 3,September,24,218.182%,0.000%,5.50,112.705%,9,3
北アメリカ,カナダ,2021-09-01 00:00:00,Qtr 3,September,220,318.841%,0.001%,87.02,108.680%,9,3
北アメリカ,その他北アメリカ,2021-09-01 00:00:00,Qtr 3,September,35,194.444%,,,,9,3
北アメリカ,米国,2021-09-01 00:00:00,Qtr 3,September,1657,262.184%,0.000%,110.18,104.179%,9,3
,,2021-08-01 00:00:00,Qtr 3,August,,,,98.91,104.296%,8,3
オセアニア,その他オセアニア,2021-08-01 00:00:00,Qtr 3,August,20,666.667%,,,,8,3
オセアニア,ニュージーランド,2021-08-01 00:00:00,Qtr 3,August,156,187.952%,0.003%,76.58,109.463%,8,3
オセアニア,豪州,2021-08-01 00:00:00,Qtr 3,August,524,582.222%,0.002%,80.16,105.059%,8,3
その他,無国籍・その他,2021-08-01 00:00:00,Qtr 3,August,2,200.000%,,,,8,3
その他アジア,その他アジア,2021-08-01 00:00:00,Qtr 3,August,1099,102.328%,,,,8,3
その他アジア,モンゴル,2021-08-01 00:00:00,Qtr 3,August,149,240.323%,0.004%,,,8,3
ヨーロッパ,アイルランド,2021-08-01 00:00:00,Qtr 3,August,142,645.455%,0.003%,,,8,3
ヨーロッパ,イタリア,2021-08-01 00:00:00,Qtr 3,August,597,1170.588%,0.001%,,,8,3
ヨーロッパ,オーストリア,2021-08-01 00:00:00,Qtr 3,August,126,4200.000%,0.001%,,,8,3
ヨーロッパ,オランダ,2021-08-01 00:00:00,Qtr 3,August,333,1148.276%,0.002%,,,8,3
ヨーロッパ,スイス,2021-08-01 00:00:00,Qtr 3,August,203,922.727%,0.002%,120.14,103.169%,8,3
ヨーロッパ,スウェーデン,2021-08-01 00:00:00,Qtr 3,August,206,468.182%,0.002%,12.65,103.944%,8,3
ヨーロッパ,スペイン,2021-08-01 00:00:00,Qtr 3,August,575,1250.000%,0.001%,,,8,3
ヨーロッパ,その他ヨーロッパ,2021-08-01 00:00:00,Qtr 3,August,2050,1366.667%,,,,8,3
ヨーロッパ,デンマーク,2021-08-01 00:00:00,Qtr 3,August,176,926.316%,0.003%,17.38,103.207%,8,3
ヨーロッパ,ドイツ,2021-08-01 00:00:00,Qtr 3,August,960,857.143%,0.001%,,,8,3
ヨーロッパ,トルコ,2021-08-01 00:00:00,Qtr 3,August,324,952.941%,0.000%,12.98,88.904%,8,3
ヨーロッパ,ノルウェー,2021-08-01 00:00:00,Qtr 3,August,82,512.500%,0.001%,12.40,104.641%,8,3
ヨーロッパ,フィンランド,2021-08-01 00:00:00,Qtr 3,August,118,590.000%,0.002%,,,8,3
ヨーロッパ,フランス,2021-08-01 00:00:00,Qtr 3,August,1802,797.345%,0.003%,,,8,3
ヨーロッパ,ベルギー,2021-08-01 00:00:00,Qtr 3,August,222,584.211%,0.002%,,,8,3
ヨーロッパ,ポーランド,2021-08-01 00:00:00,Qtr 3,August,283,1179.167%,0.001%,28.30,99.333%,8,3
ヨーロッパ,ポルトガル,2021-08-01 00:00:00,Qtr 3,August,133,1900.000%,0.001%,,,8,3
ヨーロッパ,ロシア,2021-08-01 00:00:00,Qtr 3,August,778,1254.839%,0.001%,1.49,103.472%,8,3
ヨーロッパ,英国,2021-08-01 00:00:00,Qtr 3,August,1307,871.333%,0.002%,151.55,108.825%,8,3
近隣アジア,マカオ,2021-08-01 00:00:00,Qtr 3,August,5,,0.001%,,,8,3
近隣アジア,韓国,2021-08-01 00:00:00,Qtr 3,August,1647,219.893%,0.003%,9.46,105.817%,8,3
近隣アジア,香港,2021-08-01 00:00:00,Qtr 3,August,123,300.000%,0.002%,14.11,103.143%,8,3
近隣アジア,台湾,2021-08-01 00:00:00,Qtr 3,August,387,86.384%,0.002%,3.94,109.141%,8,3
近隣アジア,中国,2021-08-01 00:00:00,Qtr 3,August,2396,149.191%,0.000%,16.96,110.777%,8,3
中東,GCC6か国,2021-08-01 00:00:00,Qtr 3,August,207,766.667%,,,,8,3
中東,イスラエル,2021-08-01 00:00:00,Qtr 3,August,149,1862.500%,0.002%,,,8,3
東南アジア,インド,2021-08-01 00:00:00,Qtr 3,August,290,104.317%,0.000%,1.48,104.225%,8,3
東南アジア,インドネシア,2021-08-01 00:00:00,Qtr 3,August,583,253.478%,0.000%,0.76,105.556%,8,3
東南アジア,シンガポール,2021-08-01 00:00:00,Qtr 3,August,92,438.095%,0.002%,81.04,104.662%,8,3
東南アジア,タイ,2021-08-01 00:00:00,Qtr 3,August,272,77.714%,0.000%,3.32,97.647%,8,3
東南アジア,フィリピン,2021-08-01 00:00:00,Qtr 3,August,360,272.727%,0.000%,2.19,100.922%,8,3
東南アジア,ベトナム,2021-08-01 00:00:00,Qtr 3,August,416,37.077%,0.000%,,,8,3
東南アジア,マレーシア,2021-08-01 00:00:00,Qtr 3,August,182,81.614%,0.001%,26.03,102.764%,8,3
南アメリカ,その他南アメリカ,2021-08-01 00:00:00,Qtr 3,August,524,2096.000%,,,,8,3
南アメリカ,ブラジル,2021-08-01 00:00:00,Qtr 3,August,568,1262.222%,0.000%,,,8,3
南アメリカ,メキシコ,2021-08-01 00:00:00,Qtr 3,August,225,3214.286%,0.000%,5.47,114.435%,8,3
北アメリカ,カナダ,2021-08-01 00:00:00,Qtr 3,August,533,658.025%,0.001%,87.20,108.864%,8,3
北アメリカ,その他北アメリカ,2021-08-01 00:00:00,Qtr 3,August,227,2270.000%,,,,8,3
北アメリカ,米国,2021-08-01 00:00:00,Qtr 3,August,2981,427.077%,0.001%,109.84,103.574%,8,3
,,2021-07-01 00:00:00,Qtr 3,July,,,,99.41,104.775%,7,3
オセアニア,その他オセアニア,2021-07-01 00:00:00,Qtr 3,July,149,7450.000%,,,,7,3
オセアニア,ニュージーランド,2021-07-01 00:00:00,Qtr 3,July,700,4375.000%,0.014%,77.03,109.636%,7,3
オセアニア,豪州,2021-07-01 00:00:00,Qtr 3,July,1570,3488.889%,0.006%,81.95,109.340%,7,3
その他,無国籍・その他,2021-07-01 00:00:00,Qtr 3,July,14,,,,,7,3
その他アジア,その他アジア,2021-07-01 00:00:00,Qtr 3,July,942,188.778%,,,,7,3
その他アジア,モンゴル,2021-07-01 00:00:00,Qtr 3,July,178,712.000%,0.005%,,,7,3
ヨーロッパ,アイルランド,2021-07-01 00:00:00,Qtr 3,July,419,6983.333%,0.008%,,,7,3
ヨーロッパ,イタリア,2021-07-01 00:00:00,Qtr 3,July,1728,14400.000%,0.003%,,,7,3
ヨーロッパ,オーストリア,2021-07-01 00:00:00,Qtr 3,July,353,4412.500%,0.004%,,,7,3
ヨーロッパ,オランダ,2021-07-01 00:00:00,Qtr 3,July,1044,5800.000%,0.006%,,,7,3
ヨーロッパ,スイス,2021-07-01 00:00:00,Qtr 3,July,791,7910.000%,0.009%,120.12,105.212%,7,3
ヨーロッパ,スウェーデン,2021-07-01 00:00:00,Qtr 3,July,570,6333.333%,0.006%,12.80,108.567%,7,3
ヨーロッパ,スペイン,2021-07-01 00:00:00,Qtr 3,July,1433,5117.857%,0.003%,,,7,3
ヨーロッパ,その他ヨーロッパ,2021-07-01 00:00:00,Qtr 3,July,5196,12990.000%,,,,7,3
ヨーロッパ,デンマーク,2021-07-01 00:00:00,Qtr 3,July,404,6733.333%,0.007%,17.54,106.886%,7,3
ヨーロッパ,ドイツ,2021-07-01 00:00:00,Qtr 3,July,2175,4627.660%,0.003%,,,7,3
ヨーロッパ,トルコ,2021-07-01 00:00:00,Qtr 3,July,360,2769.231%,0.000%,12.82,82.444%,7,3
ヨーロッパ,ノルウェー,2021-07-01 00:00:00,Qtr 3,July,318,3975.000%,0.006%,12.59,109.860%,7,3
ヨーロッパ,フィンランド,2021-07-01 00:00:00,Qtr 3,July,381,4762.500%,0.007%,,,7,3
ヨーロッパ,フランス,2021-07-01 00:00:00,Qtr 3,July,2515,3309.211%,0.004%,,,7,3
ヨーロッパ,ベルギー,2021-07-01 00:00:00,Qtr 3,July,610,15250.000%,0.005%,,,7,3
ヨーロッパ,ポーランド,2021-07-01 00:00:00,Qtr 3,July,739,24633.333%,0.002%,28.61,104.264%,7,3
ヨーロッパ,ポルトガル,2021-07-01 00:00:00,Qtr 3,July,410,13666.667%,0.004%,,,7,3
ヨーロッパ,ロシア,2021-07-01 00:00:00,Qtr 3,July,1197,11970.000%,0.001%,1.49,99.333%,7,3
ヨーロッパ,英国,2021-07-01 00:00:00,Qtr 3,July,3420,6218.182%,0.005%,152.36,112.759%,7,3
近隣アジア,マカオ,2021-07-01 00:00:00,Qtr 3,July,6,300.000%,0.001%,,,7,3
近隣アジア,韓国,2021-07-01 00:00:00,Qtr 3,July,1808,614.966%,0.004%,9.64,108.072%,7,3
近隣アジア,香港,2021-07-01 00:00:00,Qtr 3,July,253,1331.579%,0.003%,14.20,103.048%,7,3
近隣アジア,台湾,2021-07-01 00:00:00,Qtr 3,July,549,538.235%,0.002%,3.94,108.540%,7,3
近隣アジア,中国,2021-07-01 00:00:00,Qtr 3,July,3931,500.764%,0.000%,17.03,111.745%,7,3
中東,GCC6か国,2021-07-01 00:00:00,Qtr 3,July,324,2492.308%,,,,7,3
中東,イスラエル,2021-07-01 00:00:00,Qtr 3,July,304,,0.003%,,,7,3
東南アジア,インド,2021-07-01 00:00:00,Qtr 3,July,376,108.671%,0.000%,1.48,103.497%,7,3
東南アジア,インドネシア,2021-07-01 00:00:00,Qtr 3,July,360,666.667%,0.000%,0.76,102.703%,7,3
東南アジア,シンガポール,2021-07-01 00:00:00,Qtr 3,July,172,1323.077%,0.003%,81.46,105.820%,7,3
東南アジア,タイ,2021-07-01 00:00:00,Qtr 3,July,233,1370.588%,0.000%,3.39,99.413%,7,3
東南アジア,フィリピン,2021-07-01 00:00:00,Qtr 3,July,495,970.588%,0.000%,2.21,102.315%,7,3
東南アジア,ベトナム,2021-07-01 00:00:00,Qtr 3,July,389,61.453%,0.000%,,,7,3
東南アジア,マレーシア,2021-07-01 00:00:00,Qtr 3,July,233,3883.333%,0.001%,26.30,104.948%,7,3
南アメリカ,その他南アメリカ,2021-07-01 00:00:00,Qtr 3,July,1283,11663.636%,,,,7,3
南アメリカ,ブラジル,2021-07-01 00:00:00,Qtr 3,July,1127,6629.412%,0.001%,,,7,3
南アメリカ,メキシコ,2021-07-01 00:00:00,Qtr 3,July,477,23850.000%,0.000%,5.53,115.933%,7,3
北アメリカ,カナダ,2021-07-01 00:00:00,Qtr 3,July,1545,5150.000%,0.004%,88.14,111.527%,7,3
北アメリカ,その他北アメリカ,2021-07-01 00:00:00,Qtr 3,July,878,10975.000%,,,,7,3
北アメリカ,米国,2021-07-01 00:00:00,Qtr 3,July,6139,1523.325%,0.002%,110.31,103.248%,7,3
,,2021-06-01 00:00:00,Qtr 2,June,,,,99.58,104.591%,6,2
オセアニア,その他オセアニア,2021-06-01 00:00:00,Qtr 2,June,23,2300.000%,,,,6,2
オセアニア,ニュージーランド,2021-06-01 00:00:00,Qtr 2,June,26,371.429%,0.001%,78.38,113.233%,6,2
オセアニア,豪州,2021-06-01 00:00:00,Qtr 2,June,116,1054.545%,0.000%,84.23,113.701%,6,2
その他,無国籍・その他,2021-06-01 00:00:00,Qtr 2,June,1,100.000%,,,,6,2
その他アジア,その他アジア,2021-06-01 00:00:00,Qtr 2,June,333,24.253%,,,,6,2
