地域,国名,年月,四半期,月,人数,昨対比,人口比,通貨為替レート(円) の平均,為替昨対比,月,四半期
近隣アジア,香港,2005-01-01 00:00:00,Qtr 1,January,17760,59.629%,0.234%,13.25,96.715%,1,1
近隣アジア,台湾,2005-01-01 00:00:00,Qtr 1,January,76413,78.950%,0.324%,3.25,102.524%,1,1
近隣アジア,中国,2005-01-01 00:00:00,Qtr 1,January,48412,81.167%,0.003%,,,1,1
中東,イスラエル,2005-01-01 00:00:00,Qtr 1,January,743,103.626%,0.008%,,,1,1
東南アジア,インド,2005-01-01 00:00:00,Qtr 1,January,5107,116.999%,0.000%,2.37,100.851%,1,1
東南アジア,インドネシア,2005-01-01 00:00:00,Qtr 1,January,3714,88.323%,0.001%,1.13,87.597%,1,1
東南アジア,シンガポール,2005-01-01 00:00:00,Qtr 1,January,4287,69.223%,0.073%,63.07,100.638%,1,1
東南アジア,タイ,2005-01-01 00:00:00,Qtr 1,January,5514,106.100%,0.008%,2.67,98.162%,1,1
東南アジア,フィリピン,2005-01-01 00:00:00,Qtr 1,January,11945,98.932%,0.011%,1.86,96.875%,1,1
東南アジア,ベトナム,2005-01-01 00:00:00,Qtr 1,January,1420,128.623%,0.001%,,,1,1
東南アジア,マレーシア,2005-01-01 00:00:00,Qtr 1,January,3970,72.038%,0.012%,27.18,,1,1
南アメリカ,ブラジル,2005-01-01 00:00:00,Qtr 1,January,931,106.766%,0.000%,,,1,1
南アメリカ,メキシコ,2005-01-01 00:00:00,Qtr 1,January,998,102.675%,0.001%,9.18,94.057%,1,1
北アメリカ,カナダ,2005-01-01 00:00:00,Qtr 1,January,13091,96.222%,0.034%,84.38,102.802%,1,1
北アメリカ,米国,2005-01-01 00:00:00,Qtr 1,January,57704,109.990%,0.017%,103.28,97.049%,1,1
,,2004-12-01 00:00:00,Qtr 4,December,,,,125.28,87.263%,12,4
オセアニア,ニュージーランド,2004-12-01 00:00:00,Qtr 4,December,2735,108.231%,0.056%,74.29,106.417%,12,4
オセアニア,豪州,2004-12-01 00:00:00,Qtr 4,December,18226,111.168%,0.070%,79.74,100.113%,12,4
その他,無国籍・その他,2004-12-01 00:00:00,Qtr 4,December,56,69.136%,,,,12,4
ヨーロッパ,アイルランド,2004-12-01 00:00:00,Qtr 4,December,829,117.923%,0.017%,,,12,4
ヨーロッパ,イタリア,2004-12-01 00:00:00,Qtr 4,December,2612,75.274%,0.004%,,,12,4
ヨーロッパ,オーストリア,2004-12-01 00:00:00,Qtr 4,December,739,120.163%,0.008%,,,12,4
ヨーロッパ,オランダ,2004-12-01 00:00:00,Qtr 4,December,1986,110.333%,0.012%,,,12,4
ヨーロッパ,スイス,2004-12-01 00:00:00,Qtr 4,December,1436,112.804%,0.016%,90.64,106.397%,12,4
ヨーロッパ,スウェーデン,2004-12-01 00:00:00,Qtr 4,December,1436,88.206%,0.014%,15.52,105.722%,12,4
ヨーロッパ,スペイン,2004-12-01 00:00:00,Qtr 4,December,1203,128.252%,0.003%,,,12,4
ヨーロッパ,デンマーク,2004-12-01 00:00:00,Qtr 4,December,647,91.513%,0.011%,18.72,105.228%,12,4
ヨーロッパ,ドイツ,2004-12-01 00:00:00,Qtr 4,December,6682,112.548%,0.008%,,,12,4
ヨーロッパ,トルコ,2004-12-01 00:00:00,Qtr 4,December,423,104.187%,0.000%,,,12,4
ヨーロッパ,ノルウェー,2004-12-01 00:00:00,Qtr 4,December,483,92.352%,0.009%,16.92,105.289%,12,4
ヨーロッパ,フィンランド,2004-12-01 00:00:00,Qtr 4,December,815,101.621%,0.015%,,,12,4
ヨーロッパ,フランス,2004-12-01 00:00:00,Qtr 4,December,6748,104.539%,0.010%,,,12,4
ヨーロッパ,ベルギー,2004-12-01 00:00:00,Qtr 4,December,785,104.388%,0.007%,,,12,4
ヨーロッパ,ポーランド,2004-12-01 00:00:00,Qtr 4,December,384,136.655%,0.001%,,,12,4
ヨーロッパ,ポルトガル,2004-12-01 00:00:00,Qtr 4,December,1080,133.498%,0.011%,,,12,4
ヨーロッパ,ロシア,2004-12-01 00:00:00,Qtr 4,December,4166,129.339%,0.003%,,,12,4
ヨーロッパ,英国,2004-12-01 00:00:00,Qtr 4,December,15105,105.666%,0.022%,200.47,106.232%,12,4
近隣アジア,韓国,2004-12-01 00:00:00,Qtr 4,December,120817,113.242%,0.236%,9.89,109.282%,12,4
近隣アジア,香港,2004-12-01 00:00:00,Qtr 4,December,27921,104.632%,0.367%,13.36,96.115%,12,4
近隣アジア,台湾,2004-12-01 00:00:00,Qtr 4,December,65227,108.988%,0.277%,3.23,101.572%,12,4
近隣アジア,中国,2004-12-01 00:00:00,Qtr 4,December,38776,118.414%,0.003%,,,12,4
中東,イスラエル,2004-12-01 00:00:00,Qtr 4,December,753,104.438%,0.008%,,,12,4
東南アジア,インド,2004-12-01 00:00:00,Qtr 4,December,3761,108.386%,0.000%,2.37,99.580%,12,4
東南アジア,インドネシア,2004-12-01 00:00:00,Qtr 4,December,6375,88.419%,0.002%,1.13,88.281%,12,4
東南アジア,シンガポール,2004-12-01 00:00:00,Qtr 4,December,13060,98.048%,0.221%,63.28,100.349%,12,4
東南アジア,タイ,2004-12-01 00:00:00,Qtr 4,December,7472,109.048%,0.011%,2.65,97.426%,12,4
東南アジア,フィリピン,2004-12-01 00:00:00,Qtr 4,December,13429,111.639%,0.012%,1.85,94.872%,12,4
東南アジア,ベトナム,2004-12-01 00:00:00,Qtr 4,December,1148,101.954%,0.001%,,,12,4
東南アジア,マレーシア,2004-12-01 00:00:00,Qtr 4,December,7720,102.660%,0.023%,27.33,,12,4
南アメリカ,ブラジル,2004-12-01 00:00:00,Qtr 4,December,1084,104.331%,0.001%,,,12,4
南アメリカ,メキシコ,2004-12-01 00:00:00,Qtr 4,December,1082,110.183%,0.001%,9.29,96.771%,12,4
北アメリカ,カナダ,2004-12-01 00:00:00,Qtr 4,December,12623,106.335%,0.033%,85.35,103.857%,12,4
北アメリカ,米国,2004-12-01 00:00:00,Qtr 4,December,55635,106.074%,0.017%,103.87,96.247%,12,4
,,2004-11-01 00:00:00,Qtr 4,November,,,,125.87,87.314%,11,4
オセアニア,ニュージーランド,2004-11-01 00:00:00,Qtr 4,November,2494,114.772%,0.051%,73.36,106.908%,11,4
オセアニア,豪州,2004-11-01 00:00:00,Qtr 4,November,13608,112.277%,0.052%,80.75,103.248%,11,4
その他,無国籍・その他,2004-11-01 00:00:00,Qtr 4,November,54,65.060%,,,,11,4
ヨーロッパ,アイルランド,2004-11-01 00:00:00,Qtr 4,November,986,92.063%,0.020%,,,11,4
ヨーロッパ,イタリア,2004-11-01 00:00:00,Qtr 4,November,3553,92.671%,0.006%,,,11,4
ヨーロッパ,オーストリア,2004-11-01 00:00:00,Qtr 4,November,1172,120.576%,0.013%,,,11,4
ヨーロッパ,オランダ,2004-11-01 00:00:00,Qtr 4,November,2772,120.522%,0.016%,,,11,4
ヨーロッパ,スイス,2004-11-01 00:00:00,Qtr 4,November,1766,122.554%,0.020%,89.55,109.421%,11,4
ヨーロッパ,スウェーデン,2004-11-01 00:00:00,Qtr 4,November,2037,101.697%,0.020%,15.14,106.545%,11,4
ヨーロッパ,スペイン,2004-11-01 00:00:00,Qtr 4,November,1508,115.822%,0.003%,,,11,4
ヨーロッパ,デンマーク,2004-11-01 00:00:00,Qtr 4,November,1191,114.190%,0.021%,18.34,106.752%,11,4
ヨーロッパ,ドイツ,2004-11-01 00:00:00,Qtr 4,November,10128,110.219%,0.012%,,,11,4
ヨーロッパ,トルコ,2004-11-01 00:00:00,Qtr 4,November,525,97.043%,0.001%,,,11,4
ヨーロッパ,ノルウェー,2004-11-01 00:00:00,Qtr 4,November,773,121.160%,0.014%,16.73,107.381%,11,4
ヨーロッパ,フィンランド,2004-11-01 00:00:00,Qtr 4,November,1236,127.950%,0.022%,,,11,4
ヨーロッパ,フランス,2004-11-01 00:00:00,Qtr 4,November,8638,109.591%,0.013%,,,11,4
ヨーロッパ,ベルギー,2004-11-01 00:00:00,Qtr 4,November,1236,116.384%,0.011%,,,11,4
ヨーロッパ,ポーランド,2004-11-01 00:00:00,Qtr 4,November,644,119.703%,0.002%,,,11,4
ヨーロッパ,ポルトガル,2004-11-01 00:00:00,Qtr 4,November,617,106.379%,0.006%,,,11,4
ヨーロッパ,ロシア,2004-11-01 00:00:00,Qtr 4,November,4919,101.843%,0.003%,,,11,4
ヨーロッパ,英国,2004-11-01 00:00:00,Qtr 4,November,17018,100.955%,0.025%,194.98,105.738%,11,4
近隣アジア,韓国,2004-11-01 00:00:00,Qtr 4,November,128369,113.626%,0.250%,9.65,104.664%,11,4
近隣アジア,香港,2004-11-01 00:00:00,Qtr 4,November,19173,117.872%,0.252%,13.49,95.878%,11,4
近隣アジア,台湾,2004-11-01 00:00:00,Qtr 4,November,74876,104.637%,0.318%,3.20,99.379%,11,4
近隣アジア,中国,2004-11-01 00:00:00,Qtr 4,November,47522,110.699%,0.003%,,,11,4
中東,イスラエル,2004-11-01 00:00:00,Qtr 4,November,1073,100.093%,0.012%,,,11,4
東南アジア,インド,2004-11-01 00:00:00,Qtr 4,November,4411,105.703%,0.000%,2.33,96.680%,11,4
東南アジア,インドネシア,2004-11-01 00:00:00,Qtr 4,November,7483,90.637%,0.003%,1.17,90.000%,11,4
東南アジア,シンガポール,2004-11-01 00:00:00,Qtr 4,November,11157,115.713%,0.189%,63.55,100.554%,11,4
東南アジア,タイ,2004-11-01 00:00:00,Qtr 4,November,6912,105.899%,0.010%,2.60,94.891%,11,4
東南アジア,フィリピン,2004-11-01 00:00:00,Qtr 4,November,12828,112.793%,0.011%,1.87,94.444%,11,4
東南アジア,ベトナム,2004-11-01 00:00:00,Qtr 4,November,1677,101.329%,0.002%,,,11,4
東南アジア,マレーシア,2004-11-01 00:00:00,Qtr 4,November,7849,115.004%,0.024%,27.61,,11,4
南アメリカ,ブラジル,2004-11-01 00:00:00,Qtr 4,November,863,94.317%,0.000%,,,11,4
南アメリカ,メキシコ,2004-11-01 00:00:00,Qtr 4,November,1113,100.542%,0.001%,9.24,93.998%,11,4
北アメリカ,カナダ,2004-11-01 00:00:00,Qtr 4,November,10864,104.784%,0.028%,87.69,105.511%,11,4
北アメリカ,米国,2004-11-01 00:00:00,Qtr 4,November,61772,109.003%,0.018%,104.93,96.063%,11,4
,,2004-10-01 00:00:00,Qtr 4,October,,,,129.94,89.801%,10,4
オセアニア,ニュージーランド,2004-10-01 00:00:00,Qtr 4,October,2790,103.640%,0.057%,74.55,113.109%,10,4
オセアニア,豪州,2004-10-01 00:00:00,Qtr 4,October,16515,115.765%,0.063%,79.87,105.120%,10,4
その他,無国籍・その他,2004-10-01 00:00:00,Qtr 4,October,63,44.056%,,,,10,4
ヨーロッパ,アイルランド,2004-10-01 00:00:00,Qtr 4,October,1076,100.093%,0.022%,,,10,4
ヨーロッパ,イタリア,2004-10-01 00:00:00,Qtr 4,October,4200,95.023%,0.007%,,,10,4
ヨーロッパ,オーストリア,2004-10-01 00:00:00,Qtr 4,October,1384,115.913%,0.015%,,,10,4
ヨーロッパ,オランダ,2004-10-01 00:00:00,Qtr 4,October,3337,112.017%,0.019%,,,10,4
ヨーロッパ,スイス,2004-10-01 00:00:00,Qtr 4,October,2491,114.952%,0.028%,88.28,106.541%,10,4
ヨーロッパ,スウェーデン,2004-10-01 00:00:00,Qtr 4,October,2659,111.395%,0.026%,15.04,105.618%,10,4
ヨーロッパ,スペイン,2004-10-01 00:00:00,Qtr 4,October,2228,112.582%,0.005%,,,10,4
ヨーロッパ,デンマーク,2004-10-01 00:00:00,Qtr 4,October,1238,98.176%,0.021%,18.32,106.080%,10,4
ヨーロッパ,ドイツ,2004-10-01 00:00:00,Qtr 4,October,11631,99.726%,0.014%,,,10,4
ヨーロッパ,トルコ,2004-10-01 00:00:00,Qtr 4,October,648,96.285%,0.001%,,,10,4
ヨーロッパ,ノルウェー,2004-10-01 00:00:00,Qtr 4,October,852,104.156%,0.015%,16.54,106.094%,10,4
ヨーロッパ,フィンランド,2004-10-01 00:00:00,Qtr 4,October,1407,106.109%,0.025%,,,10,4
ヨーロッパ,フランス,2004-10-01 00:00:00,Qtr 4,October,10216,113.967%,0.016%,,,10,4
ヨーロッパ,ベルギー,2004-10-01 00:00:00,Qtr 4,October,1374,104.885%,0.012%,,,10,4
ヨーロッパ,ポーランド,2004-10-01 00:00:00,Qtr 4,October,664,86.571%,0.002%,,,10,4
ヨーロッパ,ポルトガル,2004-10-01 00:00:00,Qtr 4,October,868,124.355%,0.009%,,,10,4
ヨーロッパ,ロシア,2004-10-01 00:00:00,Qtr 4,October,4804,102.693%,0.003%,,,10,4
ヨーロッパ,英国,2004-10-01 00:00:00,Qtr 4,October,19876,103.043%,0.029%,197.04,107.174%,10,4
近隣アジア,韓国,2004-10-01 00:00:00,Qtr 4,October,122877,96.475%,0.240%,9.55,101.704%,10,4
近隣アジア,香港,2004-10-01 00:00:00,Qtr 4,October,23446,126.564%,0.309%,14.00,98.870%,10,4
近隣アジア,台湾,2004-10-01 00:00:00,Qtr 4,October,94104,96.188%,0.399%,3.23,99.385%,10,4
近隣アジア,中国,2004-10-01 00:00:00,Qtr 4,October,56111,110.006%,0.004%,,,10,4
中東,イスラエル,2004-10-01 00:00:00,Qtr 4,October,1102,92.917%,0.012%,,,10,4
東南アジア,インド,2004-10-01 00:00:00,Qtr 4,October,4823,114.262%,0.000%,2.39,98.354%,10,4
東南アジア,インドネシア,2004-10-01 00:00:00,Qtr 4,October,4044,72.917%,0.001%,1.21,92.366%,10,4
東南アジア,シンガポール,2004-10-01 00:00:00,Qtr 4,October,6455,80.326%,0.109%,65.00,102.864%,10,4
東南アジア,タイ,2004-10-01 00:00:00,Qtr 4,October,12457,98.537%,0.018%,2.64,95.652%,10,4
東南アジア,フィリピン,2004-10-01 00:00:00,Qtr 4,October,13168,102.555%,0.012%,1.94,97.000%,10,4
東南アジア,ベトナム,2004-10-01 00:00:00,Qtr 4,October,2039,116.050%,0.002%,,,10,4
東南アジア,マレーシア,2004-10-01 00:00:00,Qtr 4,October,6097,84.481%,0.018%,28.70,,10,4
南アメリカ,ブラジル,2004-10-01 00:00:00,Qtr 4,October,1479,103.282%,0.001%,,,10,4
南アメリカ,メキシコ,2004-10-01 00:00:00,Qtr 4,October,1850,123.912%,0.001%,9.58,97.457%,10,4
北アメリカ,カナダ,2004-10-01 00:00:00,Qtr 4,October,13060,113.289%,0.034%,87.28,105.449%,10,4
北アメリカ,米国,2004-10-01 00:00:00,Qtr 4,October,71190,107.033%,0.021%,109.06,99.489%,10,4
,,2004-09-01 00:00:00,Qtr 3,September,,,,130.74,87.018%,9,3
オセアニア,ニュージーランド,2004-09-01 00:00:00,Qtr 3,September,3705,104.898%,0.076%,72.51,107.838%,9,3
オセアニア,豪州,2004-09-01 00:00:00,Qtr 3,September,20966,116.426%,0.080%,77.27,101.618%,9,3
その他,無国籍・その他,2004-09-01 00:00:00,Qtr 3,September,63,44.366%,,,,9,3
ヨーロッパ,アイルランド,2004-09-01 00:00:00,Qtr 3,September,1000,113.122%,0.020%,,,9,3
ヨーロッパ,イタリア,2004-09-01 00:00:00,Qtr 3,September,3552,117.655%,0.006%,,,9,3
ヨーロッパ,オーストリア,2004-09-01 00:00:00,Qtr 3,September,1146,135.142%,0.013%,,,9,3
ヨーロッパ,オランダ,2004-09-01 00:00:00,Qtr 3,September,2494,108.482%,0.015%,,,9,3
ヨーロッパ,スイス,2004-09-01 00:00:00,Qtr 3,September,1850,113.776%,0.021%,87.16,104.408%,9,3
ヨーロッパ,スウェーデン,2004-09-01 00:00:00,Qtr 3,September,1698,110.980%,0.017%,14.79,103.789%,9,3
ヨーロッパ,スペイン,2004-09-01 00:00:00,Qtr 3,September,1940,123.567%,0.004%,,,9,3
ヨーロッパ,デンマーク,2004-09-01 00:00:00,Qtr 3,September,886,91.909%,0.015%,18.08,103.968%,9,3
ヨーロッパ,ドイツ,2004-09-01 00:00:00,Qtr 3,September,8739,105.137%,0.010%,,,9,3
ヨーロッパ,トルコ,2004-09-01 00:00:00,Qtr 3,September,515,57.606%,0.001%,,,9,3
ヨーロッパ,ノルウェー,2004-09-01 00:00:00,Qtr 3,September,702,104.620%,0.013%,16.10,102.157%,9,3
ヨーロッパ,フィンランド,2004-09-01 00:00:00,Qtr 3,September,964,87.004%,0.017%,,,9,3
ヨーロッパ,フランス,2004-09-01 00:00:00,Qtr 3,September,7686,107.753%,0.012%,,,9,3
ヨーロッパ,ベルギー,2004-09-01 00:00:00,Qtr 3,September,1013,98.637%,0.009%,,,9,3
ヨーロッパ,ポーランド,2004-09-01 00:00:00,Qtr 3,September,702,115.271%,0.002%,,,9,3
ヨーロッパ,ポルトガル,2004-09-01 00:00:00,Qtr 3,September,580,91.627%,0.006%,,,9,3
ヨーロッパ,ロシア,2004-09-01 00:00:00,Qtr 3,September,5420,137.949%,0.004%,,,9,3
ヨーロッパ,英国,2004-09-01 00:00:00,Qtr 3,September,16362,106.948%,0.024%,197.44,106.552%,9,3
近隣アジア,韓国,2004-09-01 00:00:00,Qtr 3,September,113083,104.255%,0.220%,9.61,97.169%,9,3
近隣アジア,香港,2004-09-01 00:00:00,Qtr 3,September,21704,103.122%,0.286%,14.11,95.338%,9,3
近隣アジア,台湾,2004-09-01 00:00:00,Qtr 3,September,82413,101.640%,0.350%,3.26,95.882%,9,3
近隣アジア,中国,2004-09-01 00:00:00,Qtr 3,September,58031,122.679%,0.004%,,,9,3
中東,イスラエル,2004-09-01 00:00:00,Qtr 3,September,989,101.332%,0.011%,,,9,3
東南アジア,インド,2004-09-01 00:00:00,Qtr 3,September,4462,110.418%,0.000%,2.39,94.466%,9,3
東南アジア,インドネシア,2004-09-01 00:00:00,Qtr 3,September,4093,76.106%,0.001%,1.21,87.681%,9,3
東南アジア,シンガポール,2004-09-01 00:00:00,Qtr 3,September,5538,74.878%,0.094%,64.90,98.423%,9,3
東南アジア,タイ,2004-09-01 00:00:00,Qtr 3,September,7665,107.730%,0.011%,2.66,93.662%,9,3
東南アジア,フィリピン,2004-09-01 00:00:00,Qtr 3,September,12264,101.574%,0.011%,1.96,93.333%,9,3
東南アジア,ベトナム,2004-09-01 00:00:00,Qtr 3,September,1861,95.143%,0.002%,,,9,3
東南アジア,マレーシア,2004-09-01 00:00:00,Qtr 3,September,5178,78.029%,0.016%,28.97,,9,3
南アメリカ,ブラジル,2004-09-01 00:00:00,Qtr 3,September,1193,116.732%,0.001%,,,9,3
南アメリカ,メキシコ,2004-09-01 00:00:00,Qtr 3,September,1433,129.918%,0.001%,9.59,90.900%,9,3
北アメリカ,カナダ,2004-09-01 00:00:00,Qtr 3,September,9985,101.919%,0.026%,85.31,101.186%,9,3
北アメリカ,米国,2004-09-01 00:00:00,Qtr 3,September,56466,104.650%,0.017%,110.07,95.522%,9,3
,,2004-08-01 00:00:00,Qtr 3,August,,,,131.01,84.868%,8,3
オセアニア,ニュージーランド,2004-08-01 00:00:00,Qtr 3,August,3248,118.583%,0.066%,72.30,104.419%,8,3
オセアニア,豪州,2004-08-01 00:00:00,Qtr 3,August,15446,103.359%,0.059%,78.45,101.317%,8,3
その他,無国籍・その他,2004-08-01 00:00:00,Qtr 3,August,81,52.597%,,,,8,3
ヨーロッパ,アイルランド,2004-08-01 00:00:00,Qtr 3,August,1015,116.533%,0.020%,,,8,3
ヨーロッパ,イタリア,2004-08-01 00:00:00,Qtr 3,August,3876,123.558%,0.006%,,,8,3
ヨーロッパ,オーストリア,2004-08-01 00:00:00,Qtr 3,August,808,114.448%,0.009%,,,8,3
ヨーロッパ,オランダ,2004-08-01 00:00:00,Qtr 3,August,2532,120.975%,0.015%,,,8,3
ヨーロッパ,スイス,2004-08-01 00:00:00,Qtr 3,August,1454,120.265%,0.017%,87.42,101.533%,8,3
ヨーロッパ,スウェーデン,2004-08-01 00:00:00,Qtr 3,August,1263,115.978%,0.012%,14.64,101.879%,8,3
ヨーロッパ,スペイン,2004-08-01 00:00:00,Qtr 3,August,2130,127.774%,0.005%,,,8,3
ヨーロッパ,デンマーク,2004-08-01 00:00:00,Qtr 3,August,687,93.089%,0.012%,18.10,101.401%,8,3
ヨーロッパ,ドイツ,2004-08-01 00:00:00,Qtr 3,August,8088,115.510%,0.010%,,,8,3
ヨーロッパ,トルコ,2004-08-01 00:00:00,Qtr 3,August,526,107.347%,0.001%,,,8,3
ヨーロッパ,ノルウェー,2004-08-01 00:00:00,Qtr 3,August,505,100.000%,0.009%,16.16,100.623%,8,3
ヨーロッパ,フィンランド,2004-08-01 00:00:00,Qtr 3,August,762,95.970%,0.014%,,,8,3
ヨーロッパ,フランス,2004-08-01 00:00:00,Qtr 3,August,8424,119.405%,0.013%,,,8,3
ヨーロッパ,ベルギー,2004-08-01 00:00:00,Qtr 3,August,919,114.875%,0.008%,,,8,3
ヨーロッパ,ポーランド,2004-08-01 00:00:00,Qtr 3,August,410,107.050%,0.001%,,,8,3
ヨーロッパ,ポルトガル,2004-08-01 00:00:00,Qtr 3,August,2086,104.404%,0.021%,,,8,3
ヨーロッパ,ロシア,2004-08-01 00:00:00,Qtr 3,August,5768,160.445%,0.004%,,,8,3
ヨーロッパ,英国,2004-08-01 00:00:00,Qtr 3,August,20523,108.404%,0.030%,201.01,106.040%,8,3
近隣アジア,韓国,2004-08-01 00:00:00,Qtr 3,August,170182,92.222%,0.332%,9.54,94.549%,8,3
近隣アジア,香港,2004-08-01 00:00:00,Qtr 3,August,31172,93.198%,0.410%,14.15,92.848%,8,3
近隣アジア,台湾,2004-08-01 00:00:00,Qtr 3,August,99924,106.204%,0.424%,3.25,93.660%,8,3
近隣アジア,中国,2004-08-01 00:00:00,Qtr 3,August,60316,128.977%,0.004%,,,8,3
中東,イスラエル,2004-08-01 00:00:00,Qtr 3,August,878,111.847%,0.010%,,,8,3
東南アジア,インド,2004-08-01 00:00:00,Qtr 3,August,4521,98.219%,0.000%,2.39,91.923%,8,3
東南アジア,インドネシア,2004-08-01 00:00:00,Qtr 3,August,4146,86.160%,0.001%,1.21,85.816%,8,3
東南アジア,シンガポール,2004-08-01 00:00:00,Qtr 3,August,4863,102.336%,0.082%,64.40,94.999%,8,3
東南アジア,タイ,2004-08-01 00:00:00,Qtr 3,August,6319,108.537%,0.009%,2.66,93.333%,8,3
東南アジア,フィリピン,2004-08-01 00:00:00,Qtr 3,August,12654,106.533%,0.011%,1.98,91.244%,8,3
東南アジア,ベトナム,2004-08-01 00:00:00,Qtr 3,August,1779,115.220%,0.002%,,,8,3
東南アジア,マレーシア,2004-08-01 00:00:00,Qtr 3,August,4613,94.471%,0.014%,29.05,,8,3
南アメリカ,ブラジル,2004-08-01 00:00:00,Qtr 3,August,1144,117.333%,0.001%,,,8,3
南アメリカ,メキシコ,2004-08-01 00:00:00,Qtr 3,August,1091,119.890%,0.001%,9.71,87.953%,8,3
北アメリカ,カナダ,2004-08-01 00:00:00,Qtr 3,August,12721,100.474%,0.033%,84.03,98.731%,8,3
北アメリカ,米国,2004-08-01 00:00:00,Qtr 3,August,59012,105.777%,0.018%,110.40,92.906%,8,3
,,2004-07-01 00:00:00,Qtr 3,July,,,,130.03,84.134%,7,3
オセアニア,ニュージーランド,2004-07-01 00:00:00,Qtr 3,July,3298,120.321%,0.067%,70.71,101.435%,7,3
オセアニア,豪州,2004-07-01 00:00:00,Qtr 3,July,18402,102.160%,0.071%,78.25,99.416%,7,3
その他,無国籍・その他,2004-07-01 00:00:00,Qtr 3,July,55,38.732%,,,,7,3
ヨーロッパ,アイルランド,2004-07-01 00:00:00,Qtr 3,July,1041,110.510%,0.021%,,,7,3
ヨーロッパ,イタリア,2004-07-01 00:00:00,Qtr 3,July,3705,136.263%,0.006%,,,7,3
ヨーロッパ,オーストリア,2004-07-01 00:00:00,Qtr 3,July,986,115.322%,0.011%,,,7,3
ヨーロッパ,オランダ,2004-07-01 00:00:00,Qtr 3,July,2793,122.877%,0.016%,,,7,3
ヨーロッパ,スイス,2004-07-01 00:00:00,Qtr 3,July,1930,120.399%,0.022%,87.88,100.664%,7,3
ヨーロッパ,スウェーデン,2004-07-01 00:00:00,Qtr 3,July,1460,135.185%,0.014%,14.60,99.252%,7,3
ヨーロッパ,スペイン,2004-07-01 00:00:00,Qtr 3,July,2006,161.644%,0.004%,,,7,3
ヨーロッパ,デンマーク,2004-07-01 00:00:00,Qtr 3,July,897,107.942%,0.015%,18.05,99.285%,7,3
ヨーロッパ,ドイツ,2004-07-01 00:00:00,Qtr 3,July,8414,114.228%,0.010%,,,7,3
ヨーロッパ,トルコ,2004-07-01 00:00:00,Qtr 3,July,512,105.133%,0.001%,,,7,3
ヨーロッパ,ノルウェー,2004-07-01 00:00:00,Qtr 3,July,741,133.034%,0.013%,15.84,97.178%,7,3
ヨーロッパ,フィンランド,2004-07-01 00:00:00,Qtr 3,July,881,122.361%,0.016%,,,7,3
ヨーロッパ,フランス,2004-07-01 00:00:00,Qtr 3,July,8763,118.676%,0.013%,,,7,3
ヨーロッパ,ベルギー,2004-07-01 00:00:00,Qtr 3,July,1039,104.213%,0.009%,,,7,3
ヨーロッパ,ポーランド,2004-07-01 00:00:00,Qtr 3,July,491,97.614%,0.001%,,,7,3
ヨーロッパ,ポルトガル,2004-07-01 00:00:00,Qtr 3,July,1278,106.589%,0.013%,,,7,3
ヨーロッパ,ロシア,2004-07-01 00:00:00,Qtr 3,July,6255,127.783%,0.004%,,,7,3
ヨーロッパ,英国,2004-07-01 00:00:00,Qtr 3,July,19338,102.977%,0.028%,201.50,104.296%,7,3
近隣アジア,韓国,2004-07-01 00:00:00,Qtr 3,July,160770,99.688%,0.313%,9.45,93.936%,7,3
近隣アジア,香港,2004-07-01 00:00:00,Qtr 3,July,34666,110.352%,0.456%,14.03,92.181%,7,3
近隣アジア,台湾,2004-07-01 00:00:00,Qtr 3,July,130520,145.067%,0.554%,3.25,93.931%,7,3
近隣アジア,中国,2004-07-01 00:00:00,Qtr 3,July,56512,196.447%,0.004%,,,7,3
中東,イスラエル,2004-07-01 00:00:00,Qtr 3,July,930,108.518%,0.010%,,,7,3
東南アジア,インド,2004-07-01 00:00:00,Qtr 3,July,4548,109.353%,0.000%,2.39,92.636%,7,3
